class, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id
456,   aleisha, tschirn,17, lavater place, , mosman,2289, nsw,19211013,11, 04 81411350,7396152
300,   talia, lowe,11, buned place, , taree,4226, qld,19900113,33, 08 06483105,6416255
237,   holly, white,36, spica street, , cooktown,3123, wa,19311213,37, 03 06658817,1260072
714,   flynn, george,49, corringle close, monkani, collinswood,2251, nsw, , , 08 43305617,6330231
156,   tara, nurse,59, verdon street, tillside, briaba,2571, nsw,19740323,31, 04 94625660,5678104
535, courtey, stanley,1979, ovens street, mowbray, gordonvale,9342, nsw,19570525,33, 04 45386282,2802759
25,   henry, flockhart,24, foskett street, , macmasters beach,6018, qld,19330418,25, 02 12768105,2810525
612,   sophie, boyle,2, atherton street, , north bondi,3171, wa,19041014,23, ,5883364
115,   connor, manfong,7, martley circuit, westerham, nemingha,3814, qld,19640828, , 04 11006749,3766965
342,   brody, whatling,7, cowlishaw street, , maitland,2830, tas,19010124,30, 07 02935279,7512443
212,   joshua, ,550, o'conner circuit, , ivanhoe,7300, qld,19940212,32, 07 63153110,7654699
683,   jack, reuter,7, shellshear place, glenlee, indented head,7009, qld,19710719,28, 03 30508046,7872627
335,   maconal, herbert,3, alpen street, , bligh park,2090, nsw,19000822,26, 08 06574659,1439518
551,   thomas, seen,5, boolee street, , willow grove,4655, qld,19330126,24, 08 03247258,1996867
690,   charlie, alste,126, lapsley street, cressy grove, hay,2032, qld,19570710, , 03 78503396,3199935
191, , myles,13, marshallstreet, , ringwpod,5280, nsw, ,29, 04 38823268,4055017
558,   jordan, quinton,51, slavin place, , brunswick west,2902, tas,19241106, , 02 66843107,2717344
510, liam, white,3, gordon pkace, , buronsa,3150, qld,19990919,33, 02 92988238,5472561
797,   jack, dixon,22, lindrum crescent, , sunshine,4807, wa,19890316,30, ,5313885
566,   paris, dunnicliff,24, britton place, , seven hills,4510, vic,19000818,32, 02 22544595,5186806
662,   patrick, nevin,45, durack street, , bunyip,2010, qld,19350121,21, 08 97597685,8738842
451,   chelsea, philcox,34, higgins place, caringal, goonellabah,2758, vic,19390402,23, 04 40222778,5499524
247, lioy, solito,3, shannon circuit, killarloo, woodcrpft,3356, vic,19103616,37, 08 15142958,2161354
136, bianca, cambell, , angas street, , ,3976, wa,19610912,8, 07 24898440,5148659
595, andie, trenerry,5, disney court, meadowview, burwood,2121, ,19808919,36, 03 02246298,2772707
58,   finn, mcelwee,20, iron place, , pindi pindi,4556, qld,19990909,31, 07 09291173,2100226
196, log an, campbell,47, hobbh place, , westlake,5700, nsw,19090428,33, 04 70185420,6387137
443,   caitlin, elphick,51, bandjalong crescent, , canterbury,4128, nsw,19580515,41, 07 55743494,8089860
355, webb, kaitlyn, , kallaroo road, , woere,3350, vic,19500313,32, 02 68898198,3602255
272,   aidan, bissett,12, tepper circuit, wild cattle island, st kilda east,2365, wa,19631004,37, 02 38567192,6523833
316, jack, musolino,35, brough place, , brigchton,3216, vic,19410802,92, 03 27760673,1251792
602,   joshua, noble,24, messenger street, wondersun, cobar,2428, vic,19071116,31, 07 99492800,6648623
668,   dante, mccarthy,12, freda gibson circuit, , st albans,2000, qld,19050308,27, 07 48611155,3218613
298, abigial, mason,62, tenison-woods circuit, , greenwood,2261, vic,19840315,28, 02 60667534,5935027
539,   pia, kowald,188, casey crescent, condor, bellevue hill,3064, wa,19071201, , 02 55669919,9621893
48, holl, pascoe,143, martin street, , coleajbally,6210, ,19040612,34, 02 68326236,4661997
406,   hannah, orchard,26, schonell circuit, , lower templestowe,2343, nsw,19501012,30, 03 84384675,1226012
469,   makenzi, mohring,9, stephens place, , northampton,6023, qld, ,38, 03 83719366,9216116
233,   harrison, lund,38, namadgi circuit, logan central plaza, lake heights,3175, vic,19980629, , 02 64700125,5529527
230,   jesse, ryan,11, guthridge crescent, withern house, old bar,3218, vic,19891224,9, 07 08180970,5946746
793, luke, campbell,729, barangaroo street, , lavington,2404, qld,19151038,22, ,6754138
730,   montana, george,733, caddy place, , altona meadows,2170, wa,19070922,11, 04 66469086,3468413
320,   thomas, white,11, musgrave street, boxwood vale, ,4500, vic,19991119, , 08 07492639,9613763
721,   sophie, lamprey,95, frencham place, robertson barracks, undercliffe,2487, vic,19480820,39, 04 55703867,3365285
273,   cooper, fauser,6, mccarthy road, , ormond,2460, qld,19181025,32, ,2195875
217,   logan, dixon,18, patey street, , clarence park,5067, qld,19291007,32, 07 01841147,9485363
480,   paul, mason,58, meyers place, , kilsyth,2765, wa,19080131,39, 02 00748830,7284356
101,   jessica, beattie,1, mersey place, , blacktown,2117, wa,19160125,29, 04 81622978,5749867
384,   sophie, bradshaw,9, frost place, , kingsford,3220, nsw,19621114,35, 08 22772479,8502722
745,   luke, thorpe,29, barber crescent, , atwell,2850, qld,19230731,29, 02 20424783,3629333
163, , blocrk,26, william wilkinqs crescent, northbank caravan park, geralton,2747, nsw,19880217, , 07 02969520,7805293
382,   aaron, linnell,6, wylly place, , blackmans bay,3125, vic,19451221,38, 03 50194644,5459566
191,   , myles,13, marshall street, , ringwood,5280, nsw,19631015,29, 04 38823268,4055017
749,   kayden, hyland,15, mcbryde crescent, osters, beechboro,2905, qld,19180122,34, 08 79766818,2065292
16,   lucy, rees,54, larkin close, , scarborough,4560, wa,19940519,28, 03 88484397,1391598
783,   brooke, george,8, chisholm street, flt 10, mill park,4218, ,19990113, , 07 21377790,6705226
429,   hugh, hayball,123, julia flynn avenue, , blayney,4101, ,19890316, , 08 73642881,7255053
740,   izaac, jolly,22, yuille place, , north rocks,6150, sa,19890817,35, 02 84752650,2491240
548,   chelsea, stubbs,75, jackie howe crescent, , mepunga,3437, vic, ,30, 07 30896390,6594719
780,   mathilde, coffey,5, noel ryan garden, , pymble,820, qld,19010711,24, 04 38110891,8352621
605,   archer, hyland,17, slessor crescent, , orange,3174, vic,19320510,29, 03 13253720,5877721
153,   harry, olechwicz,23, goyder street, palm grove, ellenbrook,2250, qld,19970408,32, 02 29254485,1547474
444,   carmen, andretti,1195, biala place, mandalong, wellington point,6057, vic,19790415,26, 07 60299674,5949223
540,   jackson, mccarthy,2, craydon place, , st ives,5038, nsw,19510518,40, 03 42185226,3638149
514,   aloysius, bishop,8, sweet place, callatoota, mitcham,2570, nsw,19511225,31, 02 33078881,1391438
180,   shanaye, campbell,15, dulverton street, , spearwood,2290, vic,19800503,26, 03 72206372,6140380
256,   joshua, clarke,5, kellick place, malmani, strathalbyn,2033, qld,19431231,27, 04 30935051,6822755
712,   jake, tu,12, , , mount evelyn,4211, nsw,19961221,35, 02 01148763,3288936
69,   lily, berry,8, bunbury street, lissoy holdings, st lucia,5043, wa,19680821,39, 08 64355985,2696223
52,   michael, robison,62, , rosetta village, ,2615, nt,19831207, , 02 20012827,9301447
160,   blake, frantova,108, halfrey circuit, , hughes,6105, sa, ,25, 04 08146089,5034400
592,   riley, benger,13, blamey crescent, , whittington,5114, vic,19130102,24, 07 62012895,6229046
216,   christian, niederkofler,55, , gungarlin, moree,2259, vic,19891018,31, 04 51185006,9181293
663,   renee, bloomfield,57, glendale street, lylehurst, telegraph point,3140, qld,19150530,29, 03 11967432,4958658
470, aleisha, dixon,8, birchallstreet, armitage, forarest,4650, qld,19071219,13, 02 42862785,8461326
364, jatred, warneek,2, waller crescent, kilvinton village, pakenham,6355, vic,19850927,40, 08 71084056,1076167
512,   kody, procter,5, irvine street, , irymple,6164, vic,19100725,34, 04 66936485,6095415
259,   kieren, le lievre,45, story place, , bexley north,4701, vic,19580806,7, 02 26416794,4244283
3,   alexander, hilton,70, hemmings crescent, , dandenong north,5043, sa,19340523,30, 08 01995641,9674954
303,   jacob, dooley,20, pandanus street, , sefton,5259, nt,19620422, , 08 51231565,4038739
632,   flynn, spratt,1, allchin circuit, , tallygaroopna,3219, nsw,19790905,37, 08 29938480,1571253
530,   liam, ,34, plowman place, cobbedah, kaleen,7030, nsw,19281116,30, 07 38365294,9233063
413,   karlee, fitzpatrick,2, carlton place, , ovingham,3805, nsw,19811001,11, ,5072285
360,   jack, grosser,8, harry hopman circuit, , oakleigh,2206, ,19480215,19, 03 10798515,1016034
126,   maconal, whetham,16, wheatley street, colonial cvan park, mentone,2217, qld,19500818,31, 03 25116636,3636320
89,   isabella, campbell,30, twelve trees crescent, , rivett,5162, nsw,19320910,36, 07 17793710,5283458
652, sascha, hitchneor,22, john russell circuit, telooa, paddington, , vic,19711225, , 04 08681348,1936588
258,   kane, lakis, , james smith circuit, , hazelbrook,2093, ,19100831,31, 02 04632504,9996470
502,   jack, rundle,17, goodwin street, , mount pleasant,2101, ,19760203,28, 02 77528502,6439898
340,   madeleine, thorpe,17, white crescent, brentwood village, paraburdoo,2343, nsw,19440331,34, 07 91659221,2436570
407,   jake, berry,112, jefferis street, , greensborough,4030, sa, ,32, 07 72534270,3433551
130,   ethan, reid,220, muntz street, , lavington,3161, vic,19201206,33, 02 18377518,1636709
22,   mitchell, van der hoek,31, mileham street, , moranbah, , wa,19810214,33, 07 50825775,6877139
515,   thomas, ballantyne,7, kadina crescent, , lalor,5006, sa, ,34, 03 17026285,8805888
375, nicholas, white,16, la perouse street, , maribyrnong,5094, nsw,19537412,19, 04 85059581,4115871
189,   william, white,165, emily bulcock crescent, adventist retrmnt vlge, nunawading,2480, sa,19260813,25, 02 76804231,5729568
194,   mitchell, wyllie,81, blinkhorn place, , rainbow beach,2121, nsw, , , 08 89837690,4516997
544,   jessica, white,180, case place, symes grove, malvern,2291, nsw,19390827,33, 07 13113327,5501992
775,   charlotte, walch,1, ambalindum street, , lilydale,2774, tas,19390818,40, 03 88834146,1612336
45,   emiily, green,117, hayley street, the old house, torrensville,3125, nsw,19300830,25, 02 84197904,6259551
2,   luke, morrison,28, moulden court, lakeside leisure vlge, charlestown,3191, nsw,19250119,38, 08 09850290,3199259
207,   tahnee, ryan,23, robertson street, , nabowla,3127, nsw,19250213, , 07 64873340,1500063
235,   caleb, white,1, florence taylor street, , castlemaine,2325, nsw,19000708,33, 04 25393023,4973109
579,   antonio, varma,17, solomon crescent, , broadmeadows,5023, qld,19020605, , 02 28285920,7423176
647,   lily, brooker,67, mackennal street, glenavon, warrandyte,2145, nsw,19940710,34, 08 40190168,5240997
164,   lauren, haymes,10, mellish place, , petersham,2567, vic,19050302,39, 04 07051026,8488743
740, izaac, jolly,22, yuille lace, , north rocks,6105, sa,19890817,35, 02 84752650,2499240
555,   nikita, bristow,1, weston street, , clarkson,5073, vic,19690719, , 02 90541550,7090787
628,   georgia, weavell,60, bromell circuit, , para hills,3351, nsw,19270924,24, 08 83595884,3688140
103,   jake, iswaran,2, fewtrell place, , ,3824, vic,19230514,38, 07 00741204,5705775
236, seth, bishoo,2, , , inglewood,3163, nsw,19790102,38, 08 01798754,8719872
751,   jake, hazell,73, stubbs crescent, rajamare, currans hill,2484, wa,19200801,29, 07 29110773,2542018
471,   bethany, donaldson,245, maitland street, , brunswick heads,4670, qld, ,28, 08 16505108,8837185
716,   finn, reid,14, mckinlay street, gundaline, st kilda east,2400, vic,19410805, , 02 94024861,1153632
289, teegan, moody,14, trainee court, , kirwan,2323, nsw,19645519,29, 08 43314976,7536357
223,   madison, paterson,40, arabana street, moline village, port douglas,4556, vic,19250408,27, 04 53811585,2387487
535, courtney, stanley,179, ovens street, mowbray, gordonvale,3942, ,19570255,33, 04 45386282,2802795
42,   francesco, vett,159, lampard circuit, , avoca,5045, sa,19450418,26, 07 90109804,1252954
655,   lewis, kulas,1, , wanniassa medical centre, camden south,4422, qld,19380116,26, 02 58262752,7476573
123,   mia, neville,28, kitson place, villa 2, frankston,2250, ,19011009, , 02 77133295,5758022
648, nikki, jacmorn,15, bargang crescent, , pacific palms,5162, ,19061119,24, 08 23317005,8409835
97, jacinta, bishop,53, derrington crescent, , west wollongong,7523, nsw,19652106,34, 07 64025947,9900386
499, psris, cirelli,30, chave sftreet, , , , nsw,19760301, , 02 98962505,2824434
98,   anthony, campton,32, evelyn owen crescent, , cooma,2533, qld,19690223, , 02 73742656,5160252
267,   isaac, troisi,17, duffy street, rosetta village, kirwan,7315, wa,19761123,25, ,7822609
173,   bryce, hanna,3, arabana street, , woodlands,2093, nt,19860327,33, 08 62161059,3119783
486, evan, reid,20, burnettg street, rimrock, willetrton,2077, vic,19299513,27, 04 57579195,7744608
547,   amelia, reid,93, livingston avenue, , carnegie,6059, wa,19320606, , 02 70004462,8890906
479,   flynn, kuzniarski,22, mcintyre street, highpoint, embleton,3124, nsw,19601112,32, 03 01500868,7431210
211,   adam, clarke,26, , , yenda,2032, nsw,19160919,36, 02 07528798,2010382
387,   alexandra, mccarthy,209, harricks crescent, border park, caulfield,3194, ,19490120, , 08 59397613,3257436
781,   will, finlay,14, sturdee crescent, villa 2, winmalee,3034, vic,19970322,22, 08 89539576,3843535
275,   daniel, wilfredo,10, jansz crescent, birubi bch caravan park, robina,7310, wa,19030310,23, 02 92470637,8198428
470,   aleisha, dixon,2, birchall street, armitage, forrest,4650, qld,19071219,13, 02 42862785,8461326
171,   brianna, zimmermann,102, gibb place, , ryde,5164, vic,19611110, , 08 81313186,7519373
135,   elijah, chubb,1212, levien street, , harbord,2444, ,19470815,22, 07 34622245,4904279
449, ryley, atsaves,29, martin street, , guilderton,3885, sa,19640208, , 02 60286953,3489653
66,   andie, ,78, healy street, carawah rmb 2, orange,4053, sa,19330708, , 02 92454307,1976647
639,   ethan, wheatley,34, dumaresq street, , broadmeadows,6076, wa,19570117, , 03 16088101,6872434
288,   kelsy, beal,3, hilder street, , berwick,2880, vic,19490318,20, 08 76999950,1248590
625,   mia, dixon,60, whiteman street, deuverney, kogarah,3052, tas,19591013,29, 07 29634154,1614995
136,   bianca, campbell, , angas street, , lilydale,3976, wa,19610912,9, 07 24898440,5148659
76,   robert, matthews,4, forbes street, , st albans,2233, qld,19890802,26, 03 40852634,9196185
441,   tyler, nguyen,82, naas road, leisure living vlge, new town,3318, nsw,19741010,37, 04 03272120,8636246
262,   ajay, gully, , ferguson place, , lovedale,4226, qld,19900518,37, 04 20139215,9202155
548, chelsea, stubbs,74, jackie howe crescent, , mepunga,3447, vic, ,30, 07 30896390,6594219
92,   hannah, versteeg,37, allambee street, , highbury,3137, wa,19550126, , 02 24287954,7465841
313,   tasman, maynard,15, copland drive, crosslands, yeelanna,2035, qld,19841224,39, 03 66972378,1662283
726,   alexandra, shepherd,5, mcnicoll street, , clarkson,4152, wa,19001029,32, 02 49110999,9214507
393,   andrew, kammermann,32, howarth place, , shoalwater,2460, nsw,19610110,27, 03 59415787,1100550
79,   samantha, cormick,64, cuscaden crescent, , kilsyth,3174, nsw,19660416,26, 03 91257137,5099121
